address,type_house,type_forrent,area,floor,furniture,condition,price
"89 Nguyễn Hữu Cảnh, Q10",phòng trọ,cho thuê,10.0,0,cơ bản,tốt,1500000.0
"7 Trần Hưng Đạo, Q8",phòng trọ,cho thuê,20.0,0,không có,tốt,1800000.0
"99 Quốc tế, Q10",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,1600000.0
"93 CMT8, Q8",văn phòng,cho thuê,280.0,9,cơ bản,tốt,171600000.0
"48 Tôn Đức Thắng, Q1",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,2600000.0
"179 Trần Hưng Đạo, Q7",nhà nguyên căn,cho thuê,29.0,3,cơ bản,cũ,6900000.0
"106 Nam Kỳ Khởi Nghĩa, Q7",phòng trọ,cho thuê,10.0,0,cơ bản,mới,1400000.0
"190 Mai Chí Thọ, Q10",phòng trọ,cho thuê,18.0,0,đầy đủ,cũ,3500000.0
"33 Lam Sơn, Q9",phòng trọ,cho thuê,19.0,0,không có,cũ,2000000.0
"147 Lý Tự Trọng, Q3",nhà nguyên căn,cho thuê,41.0,3,cơ bản,cũ,10500000.0
"126 Lam Sơn, Q4",chung cư,cho thuê,70.0,16,không có,tốt,4000000.0
"194 Nguyễn Hữu Cảnh, Q10",nhà nguyên căn,bán,38.0,4,không có,tốt,11350000000.0
"196 Quốc tế, Q10",văn phòng,cho thuê,415.0,6,cơ bản,cũ,705900000.0
"6 Rừng Sác, Q9",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,1400000.0
"102 Võ Chí Công, Q1",phòng trọ,cho thuê,16.0,0,đầy đủ,mới,3600000.0
"193 Công xã Paris, Q5",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,2000000.0
"53 Xô Viết Nghệ Tĩnh, Q10",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,2300000.0
"47 Nguyễn Văn Linh, Q7",chung cư,bán,124.0,17,đầy đủ,cũ,8168800000.0
"101 Âu Cơ, Q2",phòng trọ,cho thuê,17.0,0,cơ bản,cũ,1400000.0
"164 Xô Viết Nghệ Tĩnh, Q8",chung cư,cho thuê,90.0,1,cơ bản,tốt,11800000.0
"39 Hùng Vương, Q9",văn phòng,cho thuê,575.0,17,đầy đủ,mới,370000000.0
"65 Bùi Viện, Q3",phòng trọ,cho thuê,12.0,0,không có,mới,1800000.0
"117 Công xã Paris, Q9",văn phòng,cho thuê,495.0,18,không có,cũ,415800000.0
"21 Nguyễn Văn Linh, Q8",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,3000000.0
"12 Hải Thượng Lãn Ông, Q8",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,1000000.0
"155 Âu Cơ, Q9",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,2300000.0
"182 Hùng Vương, Q7",phòng trọ,cho thuê,14.0,0,đầy đủ,tốt,1900000.0
"179 Nguyễn Huệ, Q3",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,2100000.0
"117 Hải Thượng Lãn Ông, Q8",phòng trọ,cho thuê,18.0,0,cơ bản,cũ,2400000.0
"124 Võ Nguyên Giáp, Q10",phòng trọ,cho thuê,9.0,0,đầy đủ,cũ,1100000.0
"66 Nguyễn Thị Minh Khai, Q3",phòng trọ,cho thuê,10.0,0,không có,cũ,700000.0
"153 Lý Thường Kiệt, Q8",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,600000.0
"96 Lý Thường Kiệt, Q9",chung cư,bán,124.0,16,không có,tốt,3458900000.0
"110 Âu Cơ, Q4",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,1100000.0
"187 Lý Thường Kiệt, Q9",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2400000.0
"72 Lê Duẩn, Q4",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,1500000.0
"11 Phạm Văn Đồng, Q2",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1200000.0
"184 Châu Văn Liêm, Q7",phòng trọ,cho thuê,11.0,0,cơ bản,tốt,900000.0
"24 Dân Chủ, Q8",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,1000000.0
"118 Quốc tế, Q9",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1400000.0
"190 Hải Thượng Lãn Ông, Q3",văn phòng,cho thuê,145.0,1,cơ bản,mới,295100000.0
"54 Xô Viết Nghệ Tĩnh, Q7",nhà nguyên căn,cho thuê,37.0,4,không có,cũ,16400000.0
"78 Trần Hưng Đạo, Q8",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,800000.0
"164 Trần Hưng Đạo, Q2",phòng trọ,cho thuê,12.0,0,đầy đủ,mới,900000.0
"162 Lê Duẩn, Q8",nhà nguyên căn,cho thuê,45.0,4,không có,tốt,22800000.0
"39 Dân Chủ, Q4",phòng trọ,cho thuê,14.0,0,cơ bản,tốt,900000.0
"155 Âu Cơ, Q10",phòng trọ,cho thuê,15.0,0,đầy đủ,mới,3000000.0
"165 Nguyễn Văn Linh, Q5",chung cư,bán,84.0,9,đầy đủ,cũ,2474200000.0
"63 Cách Mạng Tháng Tám, Q7",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,2300000.0
"161 Dân Chủ, Q7",nhà nguyên căn,cho thuê,38.0,3,đầy đủ,tốt,10300000.0
"132 Mai Chí Thọ, Q2",phòng trọ,cho thuê,16.0,0,không có,tốt,2400000.0
"195 Nguyễn Văn Linh, Q2",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,1500000.0
"66 Phạm Ngũ Lão, Q3",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,1700000.0
"121 Trần Hưng Đạo, Q9",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1500000.0
"129 Dân Chủ, Q8",phòng trọ,cho thuê,9.0,0,cơ bản,mới,1600000.0
"156 Trường Chinh, Q5",phòng trọ,cho thuê,10.0,0,đầy đủ,cũ,1600000.0
"156 Nguyễn Thị Minh Khai, Q8",phòng trọ,cho thuê,14.0,0,đầy đủ,tốt,1500000.0
"57 CMT8, Q6",phòng trọ,cho thuê,10.0,0,đầy đủ,cũ,500000.0
"20 Hai Bà Trưng, Q3",chung cư,bán,65.0,3,đầy đủ,tốt,5940900000.0
"128 Công xã Paris, Q7",phòng trọ,cho thuê,20.0,0,không có,cũ,2500000.0
"187 Lý Thường Kiệt, Q10",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,1600000.0
"61 Trần Hưng Đạo, Q8",nhà nguyên căn,cho thuê,35.0,2,không có,tốt,5700000.0
"103 Phạm Văn Đồng, Q6",phòng trọ,cho thuê,17.0,0,không có,mới,1500000.0
"142 Lê Lợi, Q3",văn phòng,cho thuê,150.0,10,không có,cũ,115300000.0
"88 Lam Sơn, Q9",nhà nguyên căn,bán,30.0,4,cơ bản,mới,7088600000.0
"35 Phạm Văn Đồng, Q3",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,3000000.0
"76 Lê Văn Duyệt, Q10",phòng trọ,cho thuê,10.0,0,không có,cũ,800000.0
"183 Hai Bà Trưng, Q1",phòng trọ,cho thuê,13.0,0,cơ bản,mới,2800000.0
"132 Phạm Văn Đồng, Q10",phòng trọ,cho thuê,20.0,0,không có,tốt,1700000.0
"49 Dân Chủ, Q7",văn phòng,cho thuê,370.0,17,cơ bản,cũ,241600000.0
"171 Tôn Đức Thắng, Q2",phòng trọ,cho thuê,16.0,0,không có,tốt,1200000.0
"108 Lạc Long Quân, Q10",văn phòng,cho thuê,165.0,14,không có,tốt,264100000.0
"80 CMT8, Q5",chung cư,bán,70.0,4,không có,cũ,3672400000.0
"190 Phạm Ngũ Lão, Q9",phòng trọ,cho thuê,18.0,0,cơ bản,cũ,2700000.0
"200 Lý Thường Kiệt, Q1",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,2400000.0
"61 Nguyễn Thị Minh Khai, Q2",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,3200000.0
"79 Nguyễn Trãi, Q9",nhà nguyên căn,bán,45.0,3,không có,tốt,8321600000.0
"136 Rừng Sác, Q5",nhà nguyên căn,cho thuê,43.0,1,cơ bản,mới,4800000.0
"56 Lê Lợi, Q3",chung cư,bán,75.0,20,đầy đủ,mới,5754300000.0
"74 Pasteur, Q9",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,1700000.0
"143 Lê Duẩn, Q4",phòng trọ,cho thuê,13.0,0,không có,tốt,1200000.0
"187 Tôn Đức Thắng, Q10",nhà nguyên căn,bán,33.0,5,không có,cũ,5521800000.0
"94 Bùi Viện, Q7",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1900000.0
"179 Nguyễn Hữu Cảnh, Q3",nhà nguyên căn,cho thuê,38.0,3,không có,mới,13800000.0
"167 Quách Thị Trang, Q8",phòng trọ,cho thuê,12.0,0,cơ bản,mới,900000.0
"11 Mai Chí Thọ, Q9",phòng trọ,cho thuê,19.0,0,cơ bản,mới,2000000.0
"131 Phạm Văn Đồng, Q5",nhà nguyên căn,cho thuê,45.0,2,cơ bản,mới,8100000.0
"17 Dân Chủ, Q2",phòng trọ,cho thuê,16.0,0,không có,cũ,2000000.0
"8 Rừng Sác, Q3",phòng trọ,cho thuê,17.0,0,đầy đủ,tốt,2200000.0
"29 Hải Thượng Lãn Ông, Q3",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,2900000.0
"158 Âu Cơ, Q8",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,1300000.0
"195 Võ Chí Công, Q6",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,2100000.0
"138 Lý Thường Kiệt, Q7",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1800000.0
"74 Phạm Văn Đồng, Q7",phòng trọ,cho thuê,9.0,0,cơ bản,mới,1300000.0
"129 Hàm Nghi, Q6",chung cư,cho thuê,75.0,15,không có,mới,10300000.0
"73 Cách Mạng Tháng Tám, Q7",phòng trọ,cho thuê,18.0,0,cơ bản,mới,2700000.0
"63 Công xã Paris, Q1",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1400000.0
"171 Lê Duẩn, Q10",phòng trọ,cho thuê,16.0,0,không có,mới,2600000.0
"31 Hùng Vương, Q8",phòng trọ,cho thuê,17.0,0,đầy đủ,cũ,2000000.0
"6 Lý Thường Kiệt, Q3",phòng trọ,cho thuê,13.0,0,không có,cũ,1600000.0
"2 Lê Lợi, Q9",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,2000000.0
"109 Hải Thượng Lãn Ông, Q10",phòng trọ,cho thuê,20.0,0,cơ bản,cũ,1600000.0
"27 Phạm Văn Đồng, Q7",chung cư,bán,90.0,12,cơ bản,tốt,6522800000.0
"53 Phạm Ngũ Lão, Q10",văn phòng,cho thuê,485.0,3,không có,cũ,743600000.0
"95 Mê Linh, Q3",phòng trọ,cho thuê,11.0,0,cơ bản,tốt,1300000.0
"93 Nam Kỳ Khởi Nghĩa, Q4",phòng trọ,cho thuê,9.0,0,không có,mới,700000.0
"189 Hai Bà Trưng, Q10",nhà nguyên căn,cho thuê,38.0,4,cơ bản,cũ,23100000.0
"107 Đồng Khởi, Q2",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,1800000.0
"51 Hàm Nghi, Q1",phòng trọ,cho thuê,18.0,0,không có,mới,2500000.0
"34 Lê Duẩn, Q7",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2200000.0
"65 Nguyễn Huệ, Q8",phòng trọ,cho thuê,15.0,0,đầy đủ,mới,2000000.0
"119 Lê Duẩn, Q10",phòng trọ,cho thuê,17.0,0,không có,mới,1300000.0
"100 Nguyễn Trãi, Q8",phòng trọ,cho thuê,17.0,0,đầy đủ,tốt,2500000.0
"124 Lê Lợi, Q10",phòng trọ,cho thuê,12.0,0,đầy đủ,mới,1200000.0
"197 Nguyễn Văn Linh, Q2",phòng trọ,cho thuê,19.0,0,cơ bản,cũ,1600000.0
"181 CMT8, Q6",phòng trọ,cho thuê,13.0,0,không có,cũ,1400000.0
"59 Võ Chí Công, Q5",phòng trọ,cho thuê,11.0,0,không có,cũ,1600000.0
"51 Nguyễn Hữu Cảnh, Q3",phòng trọ,cho thuê,15.0,0,đầy đủ,cũ,1600000.0
"153 CMT8, Q1",phòng trọ,cho thuê,17.0,0,cơ bản,cũ,1900000.0
"8 Xô Viết Nghệ Tĩnh, Q8",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1200000.0
"82 Mai Chí Thọ, Q4",nhà nguyên căn,cho thuê,32.0,5,đầy đủ,tốt,12100000.0
"138 Tôn Đức Thắng, Q4",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,1500000.0
"186 Phạm Văn Đồng, Q5",phòng trọ,cho thuê,12.0,0,đầy đủ,cũ,1300000.0
"70 Nguyễn Hữu Cảnh, Q9",nhà nguyên căn,bán,43.0,2,đầy đủ,cũ,2409000000.0
"48 Lý Tự Trọng, Q5",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,1500000.0
"90 Lam Sơn, Q9",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,2200000.0
"188 Mê Linh, Q1",phòng trọ,cho thuê,14.0,0,đầy đủ,mới,2400000.0
"40 CMT8, Q8",chung cư,bán,75.0,20,đầy đủ,tốt,1727500000.0
"15 Lê Lợi, Q1",phòng trọ,cho thuê,17.0,0,không có,tốt,1800000.0
"159 Nguyễn Văn Linh, Q3",chung cư,cho thuê,70.0,10,cơ bản,tốt,8500000.0
"184 Âu Cơ, Q10",phòng trọ,cho thuê,20.0,0,không có,tốt,1300000.0
"15 Lũy Bán Bích, Q7",văn phòng,cho thuê,460.0,20,không có,mới,731900000.0
"49 Lê Duẩn, Q3",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,900000.0
"148 Lũy Bán Bích, Q3",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,3500000.0
"10 Bùi Viện, Q4",phòng trọ,cho thuê,15.0,0,cơ bản,mới,2300000.0
"14 Châu Văn Liêm, Q9",nhà nguyên căn,bán,34.0,3,cơ bản,mới,7520300000.0
"113 Lê Duẩn, Q2",phòng trọ,cho thuê,17.0,0,cơ bản,mới,1600000.0
"78 Pasteur, Q8",nhà nguyên căn,bán,41.0,1,đầy đủ,mới,3890700000.0
"168 Quốc tế, Q1",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,1800000.0
"158 Nguyễn Hữu Cảnh, Q6",chung cư,cho thuê,75.0,14,cơ bản,mới,10600000.0
"77 Xô Viết Nghệ Tĩnh, Q2",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1100000.0
"121 Tôn Đức Thắng, Q4",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,1300000.0
"2 Phạm Ngũ Lão, Q7",nhà nguyên căn,bán,29.0,3,không có,cũ,4682300000.0
"13 Nguyễn Trãi, Q3",văn phòng,cho thuê,365.0,6,cơ bản,mới,721800000.0
"119 Châu Văn Liêm, Q9",phòng trọ,cho thuê,17.0,0,cơ bản,mới,2200000.0
"171 Mê Linh, Q1",nhà nguyên căn,bán,40.0,1,không có,mới,3292400000.0
"195 Lê Lợi, Q4",phòng trọ,cho thuê,20.0,0,cơ bản,mới,2600000.0
"193 Xô Viết Nghệ Tĩnh, Q1",chung cư,bán,124.0,10,đầy đủ,mới,3714900000.0
"2 Bùi Viện, Q9",nhà nguyên căn,bán,42.0,5,cơ bản,tốt,11442600000.0
"33 Lũy Bán Bích, Q6",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,2600000.0
"87 Võ Nguyên Giáp, Q2",nhà nguyên căn,bán,41.0,4,cơ bản,cũ,7547400000.0
"81 Nguyễn Trãi, Q4",phòng trọ,cho thuê,12.0,0,cơ bản,cũ,1800000.0
"162 Hùng Vương, Q10",phòng trọ,cho thuê,15.0,0,cơ bản,cũ,1000000.0
"48 Nguyễn Văn Linh, Q5",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,2600000.0
"118 Hai Bà Trưng, Q6",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,2100000.0
"123 Âu Cơ, Q3",văn phòng,cho thuê,480.0,17,không có,cũ,718400000.0
"119 Châu Văn Liêm, Q4",nhà nguyên căn,bán,31.0,1,cơ bản,cũ,1355400000.0
"7 Hùng Vương, Q2",phòng trọ,cho thuê,13.0,0,đầy đủ,cũ,1500000.0
"103 Lê Lợi, Q1",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1600000.0
"55 Nguyễn Thị Minh Khai, Q7",nhà nguyên căn,bán,34.0,2,cơ bản,cũ,2593900000.0
"180 Âu Cơ, Q1",phòng trọ,cho thuê,20.0,0,đầy đủ,tốt,2100000.0
"14 Lý Tự Trọng, Q5",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,2600000.0
"48 Bùi Viện, Q8",phòng trọ,cho thuê,9.0,0,không có,tốt,600000.0
"81 Rừng Sác, Q7",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,2500000.0
"96 Lạc Long Quân, Q10",phòng trọ,cho thuê,10.0,0,đầy đủ,cũ,800000.0
"10 Quách Thị Trang, Q3",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1500000.0
"148 Tôn Đức Thắng, Q7",phòng trọ,cho thuê,15.0,0,cơ bản,cũ,1400000.0
"166 Nguyễn Văn Linh, Q8",phòng trọ,cho thuê,9.0,0,không có,mới,1000000.0
"4 Mê Linh, Q7",phòng trọ,cho thuê,19.0,0,không có,tốt,2800000.0
"51 Trường Chinh, Q4",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1200000.0
"119 Nguyễn Huệ, Q2",chung cư,bán,70.0,9,đầy đủ,mới,5138100000.0
"87 Nguyễn Huệ, Q6",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,2000000.0
"94 Hải Thượng Lãn Ông, Q9",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2000000.0
"200 Võ Chí Công, Q4",chung cư,bán,75.0,7,cơ bản,mới,3336500000.0
"161 Lam Sơn, Q9",phòng trọ,cho thuê,14.0,0,đầy đủ,mới,2600000.0
"199 Hùng Vương, Q10",chung cư,bán,70.0,13,cơ bản,cũ,2351500000.0
"56 Mê Linh, Q2",phòng trọ,cho thuê,13.0,0,cơ bản,mới,1100000.0
"151 Cách Mạng Tháng Tám, Q10",văn phòng,cho thuê,370.0,6,cơ bản,mới,921600000.0
"75 Lê Văn Duyệt, Q8",phòng trọ,cho thuê,15.0,0,không có,tốt,1900000.0
"123 Dân Chủ, Q9",nhà nguyên căn,cho thuê,33.0,5,đầy đủ,tốt,15900000.0
"165 Quách Thị Trang, Q5",phòng trọ,cho thuê,16.0,0,đầy đủ,tốt,1500000.0
"111 Hải Thượng Lãn Ông, Q10",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1700000.0
"125 Rừng Sác, Q4",phòng trọ,cho thuê,16.0,0,cơ bản,mới,1100000.0
"103 Nguyễn Huệ, Q8",phòng trọ,cho thuê,12.0,0,không có,cũ,1200000.0
"194 Mê Linh, Q10",nhà nguyên căn,cho thuê,31.0,1,không có,tốt,3700000.0
"102 Mê Linh, Q1",phòng trọ,cho thuê,18.0,0,cơ bản,cũ,3400000.0
"192 Tôn Đức Thắng, Q4",phòng trọ,cho thuê,16.0,0,không có,cũ,1800000.0
"3 Trường Chinh, Q1",phòng trọ,cho thuê,20.0,0,không có,mới,1700000.0
"31 Công xã Paris, Q8",phòng trọ,cho thuê,17.0,0,không có,tốt,2500000.0
"160 Nguyễn Huệ, Q4",phòng trọ,cho thuê,9.0,0,không có,cũ,500000.0
"74 Âu Cơ, Q7",nhà nguyên căn,cho thuê,41.0,3,đầy đủ,tốt,14400000.0
"124 Hải Thượng Lãn Ông, Q1",nhà nguyên căn,bán,45.0,2,không có,cũ,5788800000.0
"57 Mai Chí Thọ, Q5",phòng trọ,cho thuê,11.0,0,không có,tốt,1100000.0
"195 Quốc tế, Q7",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,1200000.0
"73 Lê Văn Duyệt, Q4",phòng trọ,cho thuê,14.0,0,đầy đủ,tốt,2300000.0
"4 Tôn Đức Thắng, Q1",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,3400000.0
"98 Quách Thị Trang, Q3",phòng trọ,cho thuê,10.0,0,cơ bản,mới,1000000.0
"192 Âu Cơ, Q2",chung cư,cho thuê,90.0,13,đầy đủ,tốt,12700000.0
"16 Lý Thường Kiệt, Q5",văn phòng,cho thuê,285.0,7,không có,tốt,153400000.0
"71 Võ Nguyên Giáp, Q9",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,1600000.0
"31 Dân Chủ, Q1",phòng trọ,cho thuê,20.0,0,không có,cũ,3000000.0
"185 Lê Văn Duyệt, Q3",phòng trọ,cho thuê,14.0,0,cơ bản,tốt,1900000.0
"49 Công xã Paris, Q4",chung cư,bán,120.0,5,không có,tốt,9295300000.0
"177 Mê Linh, Q10",phòng trọ,cho thuê,16.0,0,không có,cũ,2100000.0
"85 Mê Linh, Q1",phòng trọ,cho thuê,14.0,0,không có,mới,2500000.0
"134 Quốc tế, Q4",nhà nguyên căn,bán,27.0,5,đầy đủ,mới,5415000000.0
"57 Bùi Viện, Q9",nhà nguyên căn,bán,43.0,4,đầy đủ,mới,12219900000.0
"9 Quốc tế, Q6",nhà nguyên căn,cho thuê,41.0,2,không có,mới,9100000.0
"107 Hải Thượng Lãn Ông, Q1",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,2500000.0
"40 Mai Chí Thọ, Q5",nhà nguyên căn,bán,36.0,2,không có,mới,2967900000.0
"18 Nguyễn Huệ, Q6",phòng trọ,cho thuê,16.0,0,không có,mới,1600000.0
"74 Bùi Viện, Q10",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,2400000.0
"104 Hàm Nghi, Q8",chung cư,bán,84.0,2,đầy đủ,cũ,4148700000.0
"161 Trần Hưng Đạo, Q10",phòng trọ,cho thuê,15.0,0,không có,tốt,2600000.0
"41 Hai Bà Trưng, Q8",phòng trọ,cho thuê,14.0,0,cơ bản,mới,2300000.0
"159 Pasteur, Q2",nhà nguyên căn,cho thuê,38.0,3,đầy đủ,mới,20600000.0
"38 Phạm Ngũ Lão, Q5",nhà nguyên căn,cho thuê,38.0,2,đầy đủ,tốt,8800000.0
"27 Hàm Nghi, Q7",phòng trọ,cho thuê,16.0,0,cơ bản,mới,2500000.0
"162 Bùi Viện, Q9",phòng trọ,cho thuê,19.0,0,cơ bản,cũ,1000000.0
"105 Xô Viết Nghệ Tĩnh, Q10",phòng trọ,cho thuê,16.0,0,không có,mới,1600000.0
"68 Mê Linh, Q1",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,900000.0
"182 Võ Nguyên Giáp, Q3",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,3600000.0
"22 Võ Nguyên Giáp, Q3",chung cư,bán,84.0,19,không có,cũ,4369600000.0
"110 Xô Viết Nghệ Tĩnh, Q10",chung cư,bán,124.0,19,không có,mới,4713900000.0
"73 CMT8, Q3",chung cư,bán,65.0,6,cơ bản,mới,2902100000.0
"10 Lạc Long Quân, Q10",phòng trọ,cho thuê,17.0,0,không có,tốt,3000000.0
"136 Nam Kỳ Khởi Nghĩa, Q1",phòng trọ,cho thuê,11.0,0,không có,tốt,700000.0
"129 Châu Văn Liêm, Q5",phòng trọ,cho thuê,20.0,0,không có,tốt,3000000.0
"88 Nguyễn Hữu Cảnh, Q6",nhà nguyên căn,bán,38.0,2,cơ bản,tốt,3824000000.0
"116 CMT8, Q3",văn phòng,cho thuê,190.0,8,cơ bản,mới,366400000.0
"145 Nguyễn Trãi, Q10",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1800000.0
"132 Công xã Paris, Q5",phòng trọ,cho thuê,17.0,0,không có,mới,2700000.0
"88 Võ Chí Công, Q6",phòng trọ,cho thuê,18.0,0,không có,mới,1800000.0
"54 Lý Tự Trọng, Q4",phòng trọ,cho thuê,11.0,0,cơ bản,tốt,1500000.0
"112 Nguyễn Trãi, Q2",nhà nguyên căn,cho thuê,34.0,4,không có,cũ,9100000.0
"36 Xô Viết Nghệ Tĩnh, Q9",phòng trọ,cho thuê,20.0,0,cơ bản,cũ,2300000.0
"24 Hai Bà Trưng, Q8",nhà nguyên căn,cho thuê,39.0,4,đầy đủ,tốt,11000000.0
"166 Lý Thường Kiệt, Q6",chung cư,bán,65.0,3,không có,tốt,2064100000.0
"4 Bùi Viện, Q3",phòng trọ,cho thuê,10.0,0,cơ bản,tốt,1700000.0
"98 Võ Nguyên Giáp, Q7",phòng trọ,cho thuê,10.0,0,không có,mới,1700000.0
"92 Rừng Sác, Q10",chung cư,bán,70.0,16,không có,mới,3343300000.0
"17 Tôn Đức Thắng, Q6",phòng trọ,cho thuê,10.0,0,đầy đủ,cũ,1700000.0
"91 Nguyễn Thị Minh Khai, Q10",chung cư,bán,120.0,8,không có,mới,7771100000.0
"70 Công xã Paris, Q6",phòng trọ,cho thuê,9.0,0,đầy đủ,mới,1000000.0
"39 Nguyễn Trãi, Q5",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,1900000.0
"24 Công xã Paris, Q2",phòng trọ,cho thuê,10.0,0,không có,tốt,1200000.0
"125 Trần Hưng Đạo, Q4",chung cư,bán,65.0,2,không có,tốt,1703700000.0
"180 Lam Sơn, Q3",phòng trọ,cho thuê,15.0,0,đầy đủ,cũ,3400000.0
"37 Nam Kỳ Khởi Nghĩa, Q3",phòng trọ,cho thuê,12.0,0,không có,tốt,1600000.0
"42 Rừng Sác, Q2",chung cư,cho thuê,65.0,14,cơ bản,mới,6000000.0
"19 Xô Viết Nghệ Tĩnh, Q9",nhà nguyên căn,cho thuê,37.0,1,cơ bản,mới,4100000.0
"146 Nguyễn Thị Minh Khai, Q9",phòng trọ,cho thuê,12.0,0,cơ bản,cũ,1100000.0
"136 Lê Lợi, Q5",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1400000.0
"168 Nguyễn Văn Linh, Q8",phòng trọ,cho thuê,17.0,0,không có,cũ,1700000.0
"22 Trường Chinh, Q1",phòng trọ,cho thuê,12.0,0,cơ bản,mới,1800000.0
"96 Lam Sơn, Q7",nhà nguyên căn,bán,28.0,5,không có,cũ,8118300000.0
"153 Phạm Ngũ Lão, Q4",phòng trọ,cho thuê,17.0,0,không có,tốt,1200000.0
"189 Phạm Ngũ Lão, Q2",phòng trọ,cho thuê,15.0,0,đầy đủ,mới,1900000.0
"131 Hàm Nghi, Q3",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1600000.0
"9 Quách Thị Trang, Q8",phòng trọ,cho thuê,20.0,0,cơ bản,mới,2800000.0
"77 Pasteur, Q6",phòng trọ,cho thuê,11.0,0,không có,mới,1900000.0
"78 Nguyễn Trãi, Q2",nhà nguyên căn,bán,43.0,5,cơ bản,tốt,5161600000.0
"186 Dân Chủ, Q3",phòng trọ,cho thuê,13.0,0,không có,tốt,2100000.0
"190 Nam Kỳ Khởi Nghĩa, Q9",văn phòng,cho thuê,355.0,3,đầy đủ,mới,449600000.0
"112 Công xã Paris, Q2",phòng trọ,cho thuê,14.0,0,cơ bản,mới,1800000.0
"151 Nguyễn Văn Linh, Q8",nhà nguyên căn,cho thuê,33.0,1,không có,tốt,4900000.0
"110 Pasteur, Q1",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,2600000.0
"119 Lam Sơn, Q5",phòng trọ,cho thuê,9.0,0,cơ bản,cũ,1400000.0
"21 Pasteur, Q4",phòng trọ,cho thuê,15.0,0,không có,cũ,2000000.0
"107 Hàm Nghi, Q4",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,1100000.0
"77 Lý Thường Kiệt, Q8",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,1200000.0
